"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"A1BG",1700.94659665174,2.20588293996784,0.626380892859743,3.52163190977438,0.00042889922480784,0.0191345681100126
"A1M",2050.94191695166,0.0637063790518548,0.112279054693509,0.567393261599464,0.570447026974255,0.805656267820006
"A2M",7.55452449479951,-0.0160186460424508,0.233590152979825,-0.0685758617737382,0.945327233138487,NA
"AAAS",74.1794632776906,-0.0544817607166109,0.0767596616151939,-0.709770725537262,0.477846325561997,0.74904447202099
"AACS",29.8317131987119,0.61126493243536,0.484233249830373,1.2623357290097,0.206828005362987,0.510977193698623
"AADAC",2707.99776351221,-0.125199622705372,0.0587550072859126,-2.13087579235805,0.0330993761798017,0.197692746023137
"AADAT",1646.5625802031,0.222144235790576,0.113485448432112,1.95746889896165,0.0502923648887381,0.24648003358207
"AAGAB",83.0742205301296,0.0723858381685772,0.0838543979214433,0.863232459630679,0.388009670287595,0.682648810321599
"AAK1",34.1062032275256,0.0483653998064779,0.194820296273103,0.248256473949091,0.803935973719372,0.928068261976688
"AAMDC",132.551859472543,0.0620646160614805,0.0996890067436331,0.622582349737821,0.533559012876991,0.789073276832633
"AAMP",712.76270320796,-0.0585097588734846,0.0481580309972858,-1.21495330398334,0.224383901796531,0.53105893842049
"AAR2",177.494744054197,0.044026436572618,0.0780743701512586,0.563903832811237,0.572819581455045,0.807056788637354
"AARS2",105.441943603776,0.142516210060547,0.0790514538894218,1.80282844968165,0.0714151606923169,0.297462435471651
"AARSD1",467.138077998377,-0.0335465570336584,0.0902380433890105,-0.371756254610279,0.710074336739135,0.884827945700828
"AASDH",74.4260310343625,-0.259677053949704,0.0739024321214828,-3.51378224633853,0.000441774801550988,0.019252017525198
"AASDHPPT",98.0707154273336,0.0591838644174226,0.0893282107469793,0.662543936820362,0.507622686339649,0.771232789837404
"AASS",113.156367074801,-0.0555182329197844,0.123485090221959,-0.449594625715484,0.653002763948522,0.854466476560909
"AATF",163.17000274331,0.0527959404331582,0.0709156048083959,0.744489743488834,0.45658024391692,0.735483524697178
"AATK",31.82169148419,0.0372969913554087,0.121830262814822,0.306138971497573,0.759498836496155,0.907139314521497
"ABAT",2239.15869504129,-0.0317110739006309,0.097805306598942,-0.324226516978926,0.745766547850728,0.901243179684645
"ABCA1",572.318320193044,0.129319033361992,0.203047044981923,0.636891974337793,0.524195210806299,0.783152167478782
"ABCA17",15.935253509495,0.119791377627337,0.15747338146233,0.760708740200596,0.446831053209346,NA
"ABCA2",158.643771791267,0.225493437881812,0.138706694071222,1.62568533113497,0.10401661214024,0.362797217502195
"ABCA3",735.076179201952,0.385002598393114,0.0863546586796801,4.45838828245763,8.25782168658759e-06,0.00194412491780625
"ABCA4",7.0594377157398,0.360205002783721,0.313873613044379,1.14761161121496,0.25112893427864,NA
"ABCA5",40.4779729584692,0.142085092097491,0.120787574363733,1.17632209145639,0.23946619115825,0.548608551076973
"ABCA6",634.011576523797,0.0220939760369173,0.127028129687564,0.173929790915282,0.861920639686873,0.952584789234364
"ABCA7",8.66787179659612,0.117117034365856,0.205705856751088,0.569342245357519,0.569123902883609,NA
"ABCA8A",521.852355932859,0.0120952476412492,0.123086932351318,0.0982658955763608,0.921721158468193,0.976816476452202
"ABCA9",86.0744076958554,0.0351125427458411,0.366325281661538,0.0958507220320188,0.923639132418131,0.976816476452202
"ABCB1",464.566370999087,0.17569928308093,0.0802156498797872,2.19033671539452,0.0284998259642812,0.181969592648771
"ABCB10",264.052334024361,0.0358518031221533,0.113678656620505,0.315378490456989,0.752474296282773,0.905001561998741
"ABCB11",5596.94331648391,-0.0815972349282592,0.0752237711867195,-1.08472672455785,0.278042707802547,0.585351555223085
"ABCB4",1245.6152851828,0.351914830762515,0.116656173842504,3.01668415113315,0.00255555939146329,0.0519500779773331
"ABCB6",205.237922158433,0.146981325353124,0.0914471945293852,1.60728085874623,0.107992771282377,0.370040455940459
"ABCB7",234.197080041569,-0.0044744137548584,0.0736412235937784,-0.0607596334838253,0.951550638707118,0.986134325625991
"ABCC1",41.2436151644283,0.0192251764270397,0.112414885808999,0.171019845714246,0.86420816085808,0.953205324843105
"ABCC10",150.656259697707,0.106816421755483,0.081611793104703,1.3088356191175,0.190590038581055,0.494096881278472
"ABCC2",2401.69757901422,0.289472568897886,0.103011874480674,2.81008932569414,0.00495277517824899,0.0748063154945357
