"","MEbrown","MEgreen","MEsalmon","MEred","MElightcyan","MEtan","MEyellow","MEpurple","MEpink","MEmidnightblue","MEturquoise","MEmagenta","MEcyan","MEgreenyellow","MEblack","MEblue"
"X97_F_kid_standard",0.0358316313855456,-0.138996332528396,-0.138618006092719,0.243515195125959,0.107400761887333,-0.0270070153774076,-0.10152301667886,-0.132586052578182,-0.0575989143802622,-0.145461265597316,-0.0558298131264254,-0.256270440392454,0.124793367987399,-0.0592631713649058,0.13023192880233,0.169263190876737
"X1006_F_kid_standard",0.10930270725461,0.0445518350831886,0.0294565619703152,0.183162416090567,-0.0264360299643186,-0.016837961168448,-0.178271151195791,-0.0161163321714045,-0.0899650437347745,0.0326133571156333,0.0433926717306965,-0.187600418471813,-0.0554785804813701,-0.134031512587124,-0.0658999564115283,-0.10802152250865
"X2_F_kid_standard",0.0831386749384865,-0.28688842735502,-0.0298114587610842,0.16101656487563,0.250942416064152,0.0258158210587246,-0.128985563776814,-0.23210669011221,0.00635057233210688,-0.259448591049593,-0.183775118866723,-0.174991073932038,0.136953387278868,-0.0658110082878503,0.194853497685915,0.302912005076233
"X10_M_kid_standard",-0.221126400036769,0.215371341493872,0.228908917981215,0.125813811951756,0.0231060841915086,0.176223891310668,-0.0455050771897121,0.0512715947753399,-0.108314519108812,0.065590424672993,-0.00983291677603595,-0.120370934135704,-0.0154641585409664,0.0826855528339442,-0.190820605961609,-0.179785873594641
"X52_M_kid_standard",0.0969939802217877,0.298800607498405,0.272276592410886,0.0702938081160821,-0.107635100308927,0.145329876575844,-0.0552532863356512,0.0500085855283932,-0.123528609274407,0.125314602719891,-0.0206918992920959,-0.108836161095003,0.0206804623309614,-0.12267594426455,-0.341970937222433,-0.272507017932182
"X34_M_kid_standard",0.147014346741299,0.0918660651315053,0.195751490531749,0.0867426029562482,0.037465966700245,0.100110827256441,-0.0574780358215601,0.0470850996514968,-0.131184964489101,-0.00364254324742372,-0.0760168277173478,-0.143913738497112,0.243611297557226,-0.00376340855720684,-0.153645230857998,0.141148700635553
"X1046_M_kid_standard",0.0522028993269807,0.241567432306794,0.334234212163208,0.195763630092838,0.0623107999821312,0.27213830705639,-0.101303819829376,-0.137676091122512,-0.0776256801452525,-0.0326428033255329,-0.233884677136663,-0.125449229272023,-0.24298491688726,-0.074536056869656,-0.287217973242186,-0.225075042628411
"X1100_M_kid_standard",-0.11103237595737,0.197117681955356,0.295429856367811,0.190136600086682,0.0122022585603371,0.133180917871817,-0.102035137833845,0.163259813850517,-0.0306277706686258,0.0419666946814399,-0.00377147257138066,-0.206029678926234,-0.00666154031208657,-0.103390453347438,-0.138276551172595,-0.116044404331887
"X22_M_kid_standard",0.0494230737735482,-0.21547917957519,-0.172737730776323,-0.0372291340613471,0.0815719075183673,-0.0711229837976869,-0.064010900029228,0.0792729095999354,0.0418810944874866,-0.0673266164382868,0.142399448887275,-0.00917799774944009,0.107974566088127,0.0880479515054565,0.197905978126963,0.28891756472116
"X80_M_kid_standard",-0.0159807770496733,0.0454005050269861,0.0829222890892125,0.215437056273504,0.094230458393838,0.0843299944651472,-0.0180120818776245,-0.154491754675699,0.0364981964638536,-0.0654352753109067,-0.0468914342006679,-0.114550953326458,-0.415067886510155,0.00223415353090192,-0.012851928815086,-0.166063368105006
"X53_M_kid_standard",0.0281745823762777,0.021566734845741,0.253813875018892,-0.00216273090328744,0.05880786214436,0.0825787049484252,-0.0884975216164768,-0.0642792383830056,-0.0961609670824371,-0.0858392603792493,-0.0494769276413516,-0.000503185506365918,0.0290722290570884,-0.106310411423551,-0.034291703869153,0.000945373978631902
"X1047_M_kid_standard",0.286065613350513,-0.0666257470372821,0.196739235211115,0.00442019032786748,0.0580505813716462,0.0231810489712525,-0.137088700870695,-0.137778528806464,-0.0112858629169301,-0.0928947641997493,-0.0835252802333565,-0.040137798005057,0.108526170582941,-0.0778736394427767,-0.0196273833062432,0.187458863376795
"X23_M_kid_standard",-0.259021814554617,0.0190582032487831,-0.113334932134572,0.245242403886095,0.0842016086111931,0.0261249171408699,-0.226874790229764,0.0781562721518474,-0.0247256594552579,-0.0296496795637693,0.052133950291,-0.182258468964033,-0.155565855648176,-0.013941488118473,0.086606101665216,-0.0849417834923855
"X1048_M_kid_standard",-0.119484056258285,0.141877397301609,0.255094444868448,0.242076997960343,0.118173337545341,0.18379956960729,-0.240808104099795,-0.0035340815865077,-0.0711283355263839,-0.0543171283800061,-0.156656879699969,-0.178849797242579,0.138697274201526,0.0204494308722433,-0.113124816432673,-0.0768189892182198
