"CCA1"	"CCA2"
"CHST5"	0.265999356356294	0.0423955066009116
"CLDN11"	0.46713323830988	0.126393635501702
"CLIP3"	0.335056479291329	0.0288034669422659
"CLSTN2"	0.343076703121447	0.0243670510141671
"CLSTN3"	0.515139230754447	0.0675073522276013
"CLVS2"	0.367205886374717	0.113560674310052
"CMTM5"	0.437702686267551	0.112658432083283
"CNKSR2"	0.327471734406843	0.0367426930589105
"CNNM1"	0.515044690917336	0.157956252989148
"CNR1"	0.403294806519094	-0.0125788560903499
"CNTFR"	0.272897253089669	0.10932723517964
"CNTN1"	0.36161772627321	-0.0841988003277916
"CNTN2"	0.41750515505013	0.0223246926770095
"CNTN3"	0.274600617700784	0.0440156843927609
"CNTN4"	0.372842912390061	0.0388791662996959
"CNTN6"	0.360010315202935	0.116897988078698
"CNTNAP1"	0.387037983425447	0.0173252238877002
"CNTNAP4"	0.422827716927547	0.129627868608561
"COL11A1"	0.29747685401873	0.0807965830821642
"COL11A2"	0.299128382836813	-0.041272762046861
"CORO2B"	0.289712757784996	0.0298619168826215
"CPLX1"	0.533649541871612	0.157337549111814
"CPLX2"	0.468652189541818	0.0582219526516952
"CPNE4"	0.334894201478596	0.0433564701554554
"CPNE5"	0.36806982984468	0.0760346577311507
"CPNE6"	0.375968945422647	0.078610406791191
"CPNE7"	0.390516620289912	0.0989753601792076
"CPNE9"	0.346071033034607	0.107447134900064
"CPT1C"	0.311633443902232	0.0776003867641648
"CRHR1"	0.291830058619257	0.101943407019433
"CRMP1"	0.470566721961504	0.0725325212093389
"CSDC2"	0.334896928929032	0.0110399090177477
"CSMD1"	0.278123594778554	0.096270205754321
"CSMD3"	0.370827236598262	0.0968846358464095
"CSPG5"	0.48051786600888	0.147008187976652
"CSRNP3"	0.338185350396398	0.0786915658648134
"CTNNA2"	0.473408310614503	0.0751689256703796
"CTNND2"	0.324802390820705	0.151417051166941
"CTXN1"	0.314461719750299	0.0383430439825691
"CX3CL1"	0.36616467508516	-0.00489339475275117
"CYB5R2"	0.278859875558484	0.102340973190101
"CYP46A1"	0.426507015926346	0.102466544923479
"DAB1"	0.269544058930525	-0.0542160864640745
"DAGLA"	0.295183053238407	-0.0359922135337412
"DBNDD1"	0.294571634256295	0.0576591767075966
"DBX2"	0.313066097096647	0.106571999168661
"DCLK1"	0.388121561215125	-0.00800110813011584
"DDX25"	0.464252048694505	0.121700161158999
"DGKB"	0.327804679661552	0.0167276760863262
"DGKG"	0.368010565224065	0.00992397802893184
"DIPK1C"	0.273599760288685	0.100266001785297
"DIRAS1"	0.37756631783406	0.123090805772176
"DIRAS2"	0.479431306104478	0.134517623078104
"DISP2"	0.46204684113794	0.0411854561918514
"DISP3"	0.410921586379779	0.117823911698138
"DLG2"	0.371500791123241	0.0749560251754259
"DLG4"	0.407571346605357	0.0633015650529703
"DLGAP1"	0.478366046163463	0.128666774702968
"DLGAP2"	0.314935455406409	0.0945119233613439
"DLGAP3"	0.531561329459881	0.153387301601381
"DLK2"	0.268433223866436	0.0720148767768646
"DNAJC6"	0.33128989103756	0.0892629376612013
"DOC2B"	0.302948150367633	0.0762073838736817
"DOCK3"	0.3158229378449	0.115936870291926
"DPF1"	0.366849417214316	-0.0113378319038676
"DPM2"	0.313735208160615	0.127021032540665
"DPYSL4"	0.298776340440552	0.0891496479406908
"DPYSL5"	0.363348189073364	0.121156877131857
"DRD2"	0.311297377745316	0.0967213508156193
"DRP2"	0.32672665387056	0.103797803415791
"DSCAML1"	0.438564956040324	0.12812826865859
"DTNA"	0.341406633020359	-0.0391949445506003
"DUSP26"	0.355212325394304	-0.000629209461047522
"DUSP8"	0.299217507366143	0.0315625521040936
"DYNC1I1"	0.422972096408025	0.120406293780523
"DZANK1"	0.324463959864388	0.126058495718418
"EDIL3"	0.378188623145182	0.0829077577258413
"EFNB3"	0.286890130649627	0.0778195900988704
"EFR3B"	0.323737610362394	0.0800278891954883
"EGR3"	0.263234556178711	0.027821832313765
"ELAVL2"	0.41495934172372	0.084723526880196
"ELAVL3"	0.473556414731707	0.14123662559132
"ELAVL4"	0.405109157674226	0.0766846383226702
"ELFN2"	0.453481792935128	0.12911177962341
"ELMOD1"	0.46129057156185	0.0492644055129464
"ELOVL4"	0.313520594580288	0.0509636143818092
"ENHO"	0.279269879704438	0.00867203222643939
"ENO2"	0.483439713517164	0.0265926514014663
"EPDR1"	0.331812356504823	0.0541695569448925
"EPHA10"	0.408815682424065	0.143546468982397
"EPHA5"	0.317276862287799	0.100961219722084
"EPHA8"	0.343860417533916	0.106596505385605
"EPHB1"	0.319140851828908	0.0521048845929681
"EPHB6"	0.293453581831469	-0.0547534341490763
"ERC2"	0.305398113161213	0.103268052189511
"ERMN"	0.495068143271984	0.158456017024611
"FAIM2"	0.483048241525611	0.076441994849786
"FAM107A"	0.339287848215422	0.0471306862718535
"FAM131B"	0.440648482370739	0.0931188228947934
"FAM135B"	0.362410118180138	0.123505622747876
"FAM163B"	0.376927302082046	0.132881960637215
"FAM171B"	0.390542434922995	-0.0127664041807735
"FAM181B"	0.318929195987168	0.0488594816646368
"FAM43B"	0.279760421618148	0.127740851260991
"FAT3"	0.344221644222094	-0.000972692182145941
"FAXC"	0.289325510606398	0.00998082909233377
"FBLL1"	0.380170406594197	0.115100270008246
"FBXL16"	0.317967795078657	0.164057044272525
"FBXO2"	0.472507967071706	0.126266264489363
"FBXO41"	0.344924154594793	0.103483708155284
"FBXO44"	0.359005868207883	0.171128864354613
"FCHO1"	0.279821606508143	-0.0425492185907207
"FEZF2"	0.271392155736951	0.0897309997901979
"FGF12"	0.288343750685907	-0.0185029604676054
"FGF13"	0.293745432147063	-0.0411504590301461
"FJX1"	0.263263038460564	-0.0805917709224198
"FMN2"	0.399367359757622	0.0883998485192484
"FNDC5"	0.397616461979898	0.15912031634192
"FOXG1"	0.328911396562062	0.108358057062321
"FRMPD1"	0.288130455865846	0.0411628338452298
"FRMPD3"	0.356709042385005	0.106471224316018
"FRMPD4"	0.435209316497643	0.0784631104733934
"FRRS1L"	0.31337084325301	0.040876327010103
"FSD1"	0.334671490291635	0.0760642494060023
"FSTL5"	0.277576683875883	0.0812830699576039
"FXYD7"	0.318030217524535	0.0655694111143237
"GABBR1"	0.265697361401934	0.0109822726003766
"GABBR2"	0.402055761429305	0.108067117985309
"GABRA1"	0.592643744261078	0.165176577250902
"GABRA2"	0.441165786412551	0.14463471079355
"GABRA3"	0.315866802094556	0.147048673123299
"GABRA4"	0.348496832666325	0.135224540261952
"GABRA5"	0.447500611673313	0.14810887657803
"GABRB1"	0.277160163163379	0.113725489500132
"GABRB2"	0.43308076525221	0.100891754505646
"GABRB3"	0.434150741536897	0.124023245130248
"GABRD"	0.36833654815093	0.065217496700009
"GABRG1"	0.38354090280666	0.130288418403428
"GABRG2"	0.513465263164881	0.154698358707209
"GABRQ"	0.345895746497118	0.0795766548107897
"GAD1"	0.569921878325212	0.175375054994402
"GAD2"	0.520632752327296	0.166173664085511
"GAL3ST3"	0.331858658826338	0.108477373379394
"GALNT16"	0.390083639901995	0.0642640601387291
"GALNT17"	0.355077310699565	0.0536881434808682
"GAP43"	0.492317503722177	0.0770549473791657
"GAS7"	0.270642454730847	-0.0203097423863039
"GDAP1"	0.395866654099513	0.105322512293813
"GDAP1L1"	0.433725616741228	0.100607869717191
"GDF1"	0.393606960407991	0.102508515233577
"GFAP"	0.506041133056706	0.114973198101929
"GGT7"	0.332433955790735	0.0602493557329789
"GJB6"	0.277078918040169	0.108803337370973
"GJC2"	0.322352657267696	0.0421531527087259
"GLRB"	0.413683992844908	0.0660303416530105
"GNAL"	0.288297191630054	0.0375378695977311
"GNAO1"	0.363319787525931	-0.070237158031448
"GNG13"	0.376452858837115	0.0951617812800155
"GNG3"	0.365509870458392	0.0926251363959652
"GNG7"	0.314328024930458	0.0954923968904846
"GOLGA7B"	0.418664810664557	0.105701078621317
"GP1BB"	0.322605775612114	0.066353155737993
"GPM6B"	0.437450336517725	-0.0314030923350532
"GPR12"	0.325318820740188	0.110058139675115
"GPR137C"	0.263956584149606	0.0952395208678954
"GPR162"	0.396777034151152	0.0950863642554846
"GPR37"	0.470822765335611	0.137375568774121
"GPR37L1"	0.536301879512552	0.117140581963595
"GPR61"	0.310253596502873	0.104587941307602
"GPR75"	0.263974977964147	0.0436849531687188
"GPR83"	0.319971361115639	0.101846793403003
"GPR85"	0.293955449034703	-0.00880823260219384
"GPRASP2"	0.35618201558981	0.0377708994707448
"GPRC5B"	0.325218769050716	0.00504145039774019
"GPRIN1"	0.379037267066768	0.0862045260999108
"GRIA1"	0.503223006772866	0.123051042125231
"GRIA2"	0.542936891020668	0.156555481971731
"GRIA3"	0.370584308150769	0.127464011497675
"GRIA4"	0.47508323849876	0.14413620012745
"GRID1"	0.282829654918845	0.0647803605698863
"GRID2"	0.275114899383162	0.0774193623415727
"GRIK1"	0.356247405416435	0.0934696781465665
"GRIK2"	0.39437625893072	0.127461782222564
"GRIK3"	0.324636170048933	0.110701848767862
"GRIK4"	0.325509861248233	0.0272110200639897
"GRIK5"	0.327944883544205	0.0589570787368207
"GRIN1"	0.491109104344022	0.015773441541368
"GRIN2A"	0.285688822850322	0.102002621706027
"GRIN2B"	0.319961149565843	0.108384121533424
"GRIP2"	0.316164899645035	0.145841419139427
"GRM1"	0.440905958301603	0.146184515903156
"GRM2"	0.401402769921722	0.123097511700074
"GRM3"	0.447301325570691	0.105780888613198
"GRM4"	0.381101474277557	0.118548966253929
"GRM5"	0.386309737833739	0.138016929283812
"GRM7"	0.369864836956943	0.0604397624997414
"GRM8"	0.327125180834821	0.102580551553603
"HAP1"	0.477550518729495	0.0688235771430286
"HAPLN2"	0.420753779916335	0.142000537713516
"HCN1"	0.342127375152515	0.0900539331575774
"HCN2"	0.381863932665734	0.0645250189256404
"HCN4"	0.298159629039039	0.0450065126678796
"HECW1"	0.336817599502288	0.0197579551551326
"HEPACAM"	0.497652593367261	0.138943535655797
"HPCAL4"	0.393096345223484	0.132604183631935
"HRH3"	0.42147683368917	0.104866614369887
"HS3ST2"	0.277366036895048	0.084890199104976
"HS3ST4"	0.404204060568147	0.132260126329448
"HTR2C"	0.360413657381483	0.120655103838286
"HTR5A"	0.299902429064373	0.101963378240798
"HYDIN"	0.30108025722842	-0.155192946630042
"IGLON5"	0.276317178833362	0.0347006924671618
"IGSF1"	0.420054177543617	0.121753491849343
"IGSF21"	0.39468995675264	0.131513214222994
"IGSF9B"	0.311340307040662	0.0572344677710522
"INKA2"	0.264265228879506	-0.0487189914373377
"INSYN1"	0.366446351396632	0.165534940996343
"IQSEC3"	0.452512418238838	0.111849252993489
"ISLR2"	0.331063964274158	0.0746607324769761
"JAKMIP2"	0.417922214451584	0.0908876580916581
"JAKMIP3"	0.337463704818459	0.136890122872774
"JPH1"	0.310911451321469	0.00891880332260271
"JPH3"	0.51386285103195	0.131441123109387
"JPH4"	0.51518996900845	0.0986591021864796
"KCNA1"	0.423718972211861	0.132337073022484
"KCNA2"	0.398802313542543	0.076273425366169
"KCNA3"	0.28478337278393	-0.0721641509355075
"KCNA6"	0.365365496095183	0.121574742563913
"KCNAB1"	0.362118748143267	0.106368031170055
"KCNAB2"	0.370936944797881	-0.052916613680127
"KCNAB3"	0.328004605884239	0.0509037599874197
"KCNC1"	0.488720756623172	0.149741237344188
"KCNC2"	0.445822355015032	0.133269306410569
"KCNC3"	0.285863811415786	0.0343956139895949
"KCNC4"	0.318947413561765	0.11912299277824
"KCND2"	0.42473641740866	0.109941044163202
"KCND3"	0.287281881581427	0.05223391313386
"KCNF1"	0.27619492155484	-0.0130661851178868
"KCNH1"	0.281396726486275	0.0934952773450129
"KCNH2"	0.289851708211367	-0.105823159487651
"KCNH3"	0.326864511790351	0.0407591261047864
"KCNH4"	0.293082429528915	0.0732787699299313
"KCNH7"	0.281682268557997	0.103058803221954
"KCNIP4"	0.284589472903858	0.0942377333543862
"KCNJ10"	0.284248788857618	0.171643933506199
"KCNJ11"	0.290839240151853	0.0543275191808118
"KCNJ3"	0.390632966383572	0.0782988409722593
"KCNJ4"	0.332582988835962	0.108094604654652
"KCNJ9"	0.408982094055789	0.126891542936112
"KCNK9"	0.415490438754064	0.134469116016118
"KCNMA1"	0.297028551670715	0.0104749043354428
"KCNQ2"	0.465545489701362	0.158639168311219
"KCNQ3"	0.409971977838742	0.0929875944919845
"KCNQ5"	0.264998030165764	0.0272136038533162
"KCNS2"	0.295266239485357	0.0973574996699782
"KCNV1"	0.327791620008178	0.114975742810423
"KCTD4"	0.369101024398321	0.120526998378904
"KIAA0408"	0.37768728499638	-0.0471138939203551
"KIF3C"	0.309389399372907	0.0417484076761268
"KIF5A"	0.554531586921969	0.12072703309879
"KIF5C"	0.555144266488454	0.148539103761923
"KIFC2"	0.270021172206742	0.0467522762608512
"KIRREL3"	0.349144485545509	0.129469542646607
"KLHL32"	0.281800589595136	0.0582047852577885
"KLHL34"	0.306353429251392	0.139121112358444
"KNDC1"	0.465046064331566	0.0251460288561618
"KRT222"	0.299656697606654	0.100009406570082
"LAMP5"	0.418119919899797	0.133892141932649
"LARP6"	0.33428431954974	-0.0240438777635541
"LGI1"	0.458423214860829	0.0571015868025791
"LGI2"	0.280519725072474	0.0219461344927783
"LGI3"	0.395436037226497	-0.117015820883027
"LGI4"	0.305010128680162	-0.0357660954210891
"LGSN"	0.298861771851261	0.0961988075566919
"LHFPL4"	0.3266876680947	0.0582631429701924
"LHFPL5"	0.28693542695912	0.090736853225909
"LINGO1"	0.348141186780186	0.0943560300657388
"LINGO2"	0.284802329656635	0.0952240923027452
"LINGO3"	0.304690819314594	0.047704377342234
"LMO3"	0.292923801622146	0.042020736051308
"LMTK3"	0.369576006721193	0.122346194616188
"LONRF2"	0.406337718715555	0.101798677399028
"LRCH2"	0.275969646312069	-0.0310524685838136
"LRFN1"	0.30395392528576	0.00934868509571793
"LRFN2"	0.308356022347142	0.109530708711923
"LRFN5"	0.426256092960573	0.129247888258866
"LRP11"	0.270142631378595	0.0745518755894615
"LRRC4"	0.40475245476994	0.0448960716551395
"LRRC4B"	0.433504917759029	0.0724294514939924
"LRRC4C"	0.38535080795601	0.109864815027245
"LRRC7"	0.37237635288952	0.103126994902778
"LRRC73"	0.345402143879469	0.0453106356853553
"LRRN1"	0.337535152520576	0.108627487887036
"LRRN2"	0.419083229538676	0.0608227643812264
"LRRN3"	0.268093074380766	0.0476496722735282
"LRRTM1"	0.330339710773241	0.0183722272645949
"LRRTM2"	0.380596293452637	0.117005340497267
"LRRTM3"	0.301955887673694	-0.0840548453719187
"LRRTM4"	0.339927019956189	0.0184563866618532
"LRTM2"	0.331757243767703	0.119077495560606
"LSAMP"	0.364510570613017	0.101300023006291
"MAG"	0.395041979204433	0.0847903482998238
"MAGEE1"	0.365581576222881	0.0852970101118859
"MAGEE2"	0.281282749842991	-0.0139399342970567
"MAGEL2"	0.327831408961907	0.113556327692928
"MAGI2"	0.324568249216589	0.116045266047002
"MANEAL"	0.373743566985476	0.10025865895846
"MAP1A"	0.402203269426436	-0.00889113556629715
"MAP1B"	0.322600125812412	-0.00558465947078251
"MAP2"	0.453081700583341	0.0238509990956217
"MAP6"	0.342730281236279	-0.0391263325072957
"MAP6D1"	0.3535412071563	0.116094364759875
"MAP7D2"	0.485833780950499	0.126515164021725
"MAPK8IP2"	0.417231623684483	0.0619510337788158
"MAST1"	0.404352818384876	0.0509051303188047
"MBP"	0.365803017308431	0.0871632664289689
"MCF2"	0.325142478478747	0.0919049610802969
"MCHR1"	0.288522816313387	0.0887113947115691
"MDGA1"	0.301439164467831	-0.0220422396527053
"MED12L"	0.271753369539143	0.0448606789962516
"MEGF10"	0.32658083828981	0.0752877709047289
"MGAT5B"	0.422855579883669	0.129500365062006
"MIGA1"	0.276324407632799	0.016143851325707
"MINAR2"	0.326199919861608	0.0236410167389264
"MLC1"	0.51235127801135	0.160417329191637
"MLIP"	0.302445396039745	0.0779053223748424
"MLLT11"	0.305575901380751	0.0908091464992127
"MOBP"	0.52494259864642	0.162621743350757
"MOG"	0.460303690456101	0.142715959468479
"MPP3"	0.400255756149061	-0.00300083152198782
"MPPED1"	0.317094465503178	0.135823543801826
"MSI1"	0.301675874091428	0.0257444120021411
"MT3"	0.480670892276744	0.14012818925848
"MTUS2"	0.318864323904153	0.0115260858132396
"MYPOP"	0.288136078075979	0.0413591958731188
"MYT1"	0.358612819433077	0.083756134193198
"MYT1L"	0.524750119292255	0.14928685484061
"NACAD"	0.281433111318333	0.0461936206625295
"NALCN"	0.46377639597008	0.100045376429213
"NAP1L2"	0.367980671229586	0.161752944815319
"NAPB"	0.381054792428748	0.103825050783753
"NAT8L"	0.429301793706928	0.0834791536809902
"NCAM1"	0.399115731369353	0.0568457728182549
"NCAM2"	0.361045069722386	0.100581205561882
"NCAN"	0.45145626523969	0.128300929048196
"NCS1"	0.34347313324808	0.0542945952891589
"NDRG4"	0.485618405834129	0.056139213825075
"NECAB1"	0.378864704483499	0.0871072710420518
"NECAB2"	0.36853758994548	0.0992280471607307
"NEFH"	0.53238291972321	0.163359037118889
"NEFL"	0.490201380924934	-0.0130783758176786
"NEFM"	0.570942004467913	0.112987140300597
"NELL2"	0.296067999249169	0.163613862440017
"NETO1"	0.351153887471806	0.0993100787654605
"NETO2"	0.279669876769764	0.0144216264606107
"NEURL1"	0.31482488072771	-0.082294379863056
"NEUROD1"	0.298703575676112	0.0293611619206698
"NEUROD6"	0.337841036218514	0.109520125371992
"NEXMIF"	0.288986889199752	0.017135186568
"NFASC"	0.43953189670503	0.0489058293018941
"NKAIN2"	0.343183260012831	0.115058964918473
"NKX6-2"	0.394779359987703	0.116656769572281
"NLGN1"	0.336056709486349	0.086155312512163
"NLGN3"	0.43523727028869	0.07367180084256
"NMNAT2"	0.379712831926612	0.0162076606518036
"NOG"	0.268166860616914	-0.0220257833306616
"NOS1"	0.273275447301383	0.0449010796560022
"NOVA1"	0.395219769710428	0.0169443957298094
"NPTX1"	0.358694810694433	-0.054309410494552
"NPTX2"	0.307376701054732	-0.02306941506192
"NPTXR"	0.425661580094325	0.0946541860238674
"NPY1R"	0.271768115276324	0.0460267233163644
"NRCAM"	0.477449707189954	0.0165695054184464
"NRG3"	0.327928097397224	0.0812708419441203
"NRGN"	0.351984130232119	0.0381138269217861
"NRIP3"	0.428801857986167	0.112252560013105
"NRN1"	0.300443927534364	0.18802049003016
"NRSN1"	0.518186004514567	0.11630375834616
"NRSN2"	0.467938477104775	0.146612634289242
"NRXN1"	0.286675274356808	0.0607188127801051
"NRXN2"	0.318551796089246	0.100077053596365
"NRXN3"	0.433608840712791	0.137318994191559
"NSG2"	0.388948595217177	0.0545330979315637
"NTM"	0.352113434032465	0.109258404108498
"NTNG1"	0.282703040910484	0.057543746402872
"NTRK2"	0.280829603887814	0.169853832302792
"NTRK3"	0.357167427535039	0.0659461063309064
"NTSR2"	0.501107480234379	0.161988493430481
"NUDT10"	0.398761866135916	0.1151378564534
"NWD1"	0.286572592683569	0.0467426216306371
"NXPH1"	0.372950947425544	0.125991348303848
"NXPH3"	0.264862196676856	0.0687435632649337
"NYAP2"	0.28801183715233	0.0932677917592548
"OLFM1"	0.32362861977742	0.0820704504860624
"OLFM2"	0.331133262649375	0.184260069489401
"OLFM3"	0.390119816413137	0.123137114575659
"OLIG1"	0.455226120761519	0.0954089451001913
"OLIG2"	0.342926463590745	0.113652245868666
"OMG"	0.49833498048387	0.118810037573195
"OPALIN"	0.39623594017394	0.109224353598922
"OPCML"	0.29533568857985	0.0681033500451542
"OPRL1"	0.432985073771631	0.124317320632697
"OTUD7A"	0.269521039241746	0.050072342290238
"P2RY12"	0.291340908703268	-0.0147944843910709
"PACSIN1"	0.373130942651894	0.1062492447476
"PAK3"	0.383015960435712	0.101842022206857
"PAK5"	0.399351549865927	0.11396661297086
"PANX2"	0.353799215924801	0.0082872029299082
"PAQR8"	0.330225361051087	0.00429477753899258
"PCDH10"	0.478017284561758	0.0938885363412908
"PCDH20"	0.341286940801177	-0.0778251652348255
"PCDH7"	0.305929232492717	-0.0633639910130083
"PCDH8"	0.337936993102763	0.067780490542141
"PCDH9"	0.433625951140845	0.100465914432354
